Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P000009136,2020-09-08,2021-09-08,Cobertura total,Ford Focus,2018,49977,700,Al día,1,0
P000009137,2025-09-19,2026-09-19,Cobertura de colisión,Toyota Corolla,2011,18015,500,Al día,0,1
P000009138,2024-10-15,2025-10-15,Cobertura de robo,Volkswagen Jetta,2012,38093,500,Vencido,1,0
P000009139,2020-07-30,2021-07-30,Cobertura amplia,Ford Focus,2011,13768,700,Al día,1,0
P000009140,2023-05-31,2024-05-30,Cobertura de robo,Chevrolet Cruze,2015,27765,600,Al día,0,1
P000009141,2021-03-26,2022-03-26,Cobertura amplia,Volkswagen Jetta,2010,23241,700,Vencido,1,1
P000009142,2023-01-07,2024-01-07,Cobertura de colisión,Mazda 3,2021,41538,700,Vencido,1,1
P000009143,2024-01-29,2025-01-28,Cobertura amplia,Toyota Corolla,2019,42145,700,Vencido,1,0
P000009144,2023-02-23,2024-02-23,Cobertura de robo,Ford Focus,2015,13411,600,Al día,1,0
P000009145,2023-12-08,2024-12-07,Cobertura de colisión,Hyundai Elantra,2020,15981,700,Al día,1,0
P000009146,2024-09-08,2025-09-08,Cobertura amplia,Toyota Corolla,2010,45167,500,Al día,0,1
P000009147,2022-10-08,2023-10-08,Cobertura de colisión,Kia Forte,2018,23568,500,Vencido,1,0
P000009148,2023-08-03,2024-08-02,Cobertura de colisión,Toyota Corolla,2013,36362,600,Vencido,1,0
P000009149,2020-07-13,2021-07-13,Cobertura de robo,Honda Civic,2022,43956,500,Al día,1,1
P000009150,2022-01-14,2023-01-14,Cobertura total,Ford Focus,2013,10071,500,Vencido,0,1
P000009151,2020-06-16,2021-06-16,Cobertura total,Honda Civic,2013,11515,500,Al día,0,0
P000009152,2020-01-03,2021-01-02,Cobertura total,Ford Focus,2020,23990,700,Vencido,1,1
P000009153,2020-08-01,2021-08-01,Cobertura de robo,Ford Focus,2011,25261,700,Al día,1,0
P000009154,2023-08-10,2024-08-09,Cobertura total,Mazda 3,2010,18820,700,Al día,0,1
P000009155,2022-05-18,2023-05-18,Cobertura de colisión,Toyota Corolla,2015,12853,600,Al día,1,0
P000009156,2023-03-14,2024-03-13,Cobertura de colisión,Honda Civic,2013,25756,600,Al día,0,0
P000009157,2025-04-17,2026-04-17,Cobertura de colisión,Toyota Corolla,2011,18245,600,Al día,1,0
P000009158,2023-02-21,2024-02-21,Responsabilidad civil,Toyota Corolla,2016,41031,500,Al día,0,1
P000009159,2021-02-16,2022-02-16,Cobertura de colisión,Honda Civic,2011,48996,700,Vencido,1,1
P000009160,2024-10-30,2025-10-30,Responsabilidad civil,Volkswagen Jetta,2012,10757,500,Al día,1,0
P000009161,2022-01-27,2023-01-27,Cobertura de colisión,Toyota Corolla,2014,44779,600,Al día,0,0
P000009162,2022-10-30,2023-10-30,Cobertura amplia,Toyota Corolla,2018,29384,600,Al día,1,0
P000009163,2025-07-05,2026-07-05,Cobertura de colisión,Ford Focus,2014,45829,700,Vencido,1,0
P000009164,2024-01-29,2025-01-28,Cobertura total,Honda Civic,2015,32476,600,Al día,0,1
P000009165,2023-10-01,2024-09-30,Cobertura de colisión,Mazda 3,2014,18134,700,Al día,0,0
P000009166,2023-05-31,2024-05-30,Cobertura de robo,Volkswagen Jetta,2012,28072,500,Al día,0,1
P000009167,2021-04-01,2022-04-01,Responsabilidad civil,Volkswagen Jetta,2016,12984,600,Al día,1,0
P000009168,2021-01-31,2022-01-31,Cobertura amplia,Ford Focus,2015,25374,500,Al día,1,1
P000009169,2020-02-25,2021-02-24,Cobertura de colisión,Toyota Corolla,2018,13123,700,Al día,0,1
P000009170,2021-06-17,2022-06-17,Cobertura total,Volkswagen Jetta,2014,40490,500,Vencido,1,1
P000009171,2023-09-18,2024-09-17,Cobertura de colisión,Mazda 3,2016,27769,500,Al día,0,0
P000009172,2024-01-16,2025-01-15,Cobertura total,Honda Civic,2014,26671,500,Al día,0,1
P000009173,2024-01-20,2025-01-19,Cobertura amplia,Chevrolet Cruze,2013,43698,700,Al día,1,0
P000009174,2025-12-06,2026-12-06,Cobertura amplia,Kia Forte,2012,33751,500,Al día,0,1
P000009175,2024-03-02,2025-03-02,Responsabilidad civil,Ford Focus,2016,35848,600,Al día,1,1
P000009176,2022-09-02,2023-09-02,Cobertura total,Kia Forte,2021,20263,500,Vencido,0,0
P000009177,2023-02-04,2024-02-04,Cobertura de colisión,Honda Civic,2015,31100,500,Vencido,1,0
P000009178,2022-05-10,2023-05-10,Responsabilidad civil,Volkswagen Jetta,2019,16913,700,Vencido,1,0
P000009179,2024-04-22,2025-04-22,Cobertura amplia,Toyota Corolla,2018,30674,700,Al día,1,0
P000009180,2020-12-23,2021-12-23,Cobertura de robo,Hyundai Elantra,2015,25152,500,Vencido,1,1
P000009181,2021-03-11,2022-03-11,Cobertura total,Toyota Corolla,2010,10951,700,Vencido,0,1
P000009182,2021-06-18,2022-06-18,Cobertura de robo,Nissan Sentra,2017,30460,700,Vencido,1,1
P000009183,2021-05-07,2022-05-07,Cobertura total,Toyota Corolla,2018,37486,700,Al día,0,1
P000009184,2020-06-17,2021-06-17,Cobertura total,Toyota Corolla,2020,27300,500,Vencido,0,0
P000009185,2022-02-19,2023-02-19,Cobertura total,Toyota Corolla,2017,33292,500,Vencido,1,1
P000009186,2022-03-01,2023-03-01,Cobertura amplia,Honda Civic,2018,12084,600,Vencido,0,1
P000009187,2024-12-30,2025-12-30,Cobertura de robo,Chevrolet Cruze,2020,38070,600,Al día,0,0
P000009188,2021-02-08,2022-02-08,Cobertura total,Hyundai Elantra,2012,33812,500,Vencido,0,0
P000009189,2020-11-02,2021-11-02,Cobertura de colisión,Chevrolet Cruze,2015,47088,700,Vencido,0,1
P000009190,2023-11-05,2024-11-04,Cobertura total,Toyota Corolla,2022,19334,500,Vencido,1,1
P000009191,2023-05-19,2024-05-18,Responsabilidad civil,Honda Civic,2011,13654,600,Vencido,0,1
P000009192,2025-04-26,2026-04-26,Cobertura amplia,Subaru Impreza,2018,15815,500,Vencido,0,0
P000009193,2022-04-07,2023-04-07,Responsabilidad civil,Subaru Impreza,2012,17930,500,Vencido,1,1
P000009194,2025-12-25,2026-12-25,Cobertura de robo,Toyota Corolla,2010,14365,600,Al día,0,0
P000009195,2021-09-21,2022-09-21,Responsabilidad civil,Chevrolet Cruze,2016,17306,700,Vencido,1,0
P000009196,2020-06-28,2021-06-28,Cobertura amplia,Honda Civic,2014,10172,500,Vencido,1,1
P000009197,2021-06-07,2022-06-07,Cobertura de colisión,Toyota Corolla,2017,19506,500,Al día,1,0
P000009198,2022-02-24,2023-02-24,Cobertura de colisión,Toyota Corolla,2014,33696,700,Al día,0,1
P000009199,2024-09-08,2025-09-08,Responsabilidad civil,Hyundai Elantra,2012,38229,500,Vencido,1,1
P000009200,2022-10-31,2023-10-31,Cobertura total,Hyundai Elantra,2015,39284,500,Vencido,0,0
P000009201,2023-11-23,2024-11-22,Cobertura de robo,Mazda 3,2019,14419,500,Vencido,0,0
P000009202,2024-02-08,2025-02-07,Cobertura amplia,Honda Civic,2020,49270,600,Al día,1,1
P000009203,2025-01-10,2026-01-10,Cobertura amplia,Honda Civic,2016,17528,600,Al día,0,1
P000009204,2021-04-25,2022-04-25,Cobertura total,Toyota Corolla,2010,11852,700,Al día,0,0
P000009205,2024-11-21,2025-11-21,Cobertura total,Hyundai Elantra,2022,16617,500,Vencido,0,1
P000009206,2020-10-04,2021-10-04,Responsabilidad civil,Ford Focus,2013,30753,600,Al día,1,0
P000009207,2025-05-31,2026-05-31,Cobertura de colisión,Ford Focus,2017,25747,500,Al día,0,1
P000009208,2024-09-12,2025-09-12,Cobertura de robo,Ford Focus,2011,23816,600,Al día,1,0
P000009209,2025-11-15,2026-11-15,Responsabilidad civil,Mazda 3,2021,26969,600,Vencido,1,1
P000009210,2025-08-25,2026-08-25,Cobertura amplia,Subaru Impreza,2013,20120,500,Al día,1,0
P000009211,2020-03-30,2021-03-30,Cobertura amplia,Kia Forte,2013,20657,500,Al día,0,0
P000009212,2021-11-14,2022-11-14,Cobertura de robo,Toyota Corolla,2011,36991,500,Vencido,1,1
P000009213,2023-01-27,2024-01-27,Cobertura amplia,Nissan Sentra,2014,45164,700,Vencido,1,1
P000009214,2021-06-12,2022-06-12,Cobertura total,Mazda 3,2018,11269,700,Vencido,1,1
P000009215,2023-04-01,2024-03-31,Cobertura total,Toyota Corolla,2018,14995,700,Vencido,1,0
P000009216,2020-07-05,2021-07-05,Cobertura de colisión,Hyundai Elantra,2019,46292,600,Al día,1,0
P000009217,2020-09-06,2021-09-06,Responsabilidad civil,Ford Focus,2015,24168,600,Vencido,1,1
P000009218,2022-02-18,2023-02-18,Cobertura de colisión,Honda Civic,2015,21708,700,Al día,0,1
P000009219,2024-06-16,2025-06-16,Cobertura de colisión,Volkswagen Jetta,2014,30339,600,Vencido,0,1
P000009220,2025-07-20,2026-07-20,Cobertura amplia,Kia Forte,2010,46933,500,Al día,1,1
P000009221,2025-12-20,2026-12-20,Cobertura amplia,Honda Civic,2012,11994,500,Al día,0,0
P000009222,2025-10-04,2026-10-04,Cobertura amplia,Chevrolet Cruze,2017,29952,500,Vencido,1,0
P000009223,2020-11-03,2021-11-03,Cobertura de colisión,Honda Civic,2012,45299,500,Vencido,0,0
P000009224,2021-11-08,2022-11-08,Cobertura total,Hyundai Elantra,2012,35283,500,Al día,0,0
P000009225,2024-11-28,2025-11-28,Cobertura de colisión,Nissan Sentra,2018,16290,500,Al día,1,0
P000009226,2025-09-17,2026-09-17,Cobertura total,Chevrolet Cruze,2012,23930,700,Vencido,0,0
P000009227,2024-04-22,2025-04-22,Cobertura de robo,Nissan Sentra,2010,41049,500,Al día,1,1
P000009228,2024-05-17,2025-05-17,Cobertura amplia,Hyundai Elantra,2019,27028,600,Vencido,1,1
P000009229,2024-06-29,2025-06-29,Cobertura de robo,Chevrolet Cruze,2014,24280,600,Al día,0,0
P000009230,2023-01-17,2024-01-17,Cobertura de robo,Chevrolet Cruze,2018,29024,600,Al día,1,0
P000009231,2022-04-27,2023-04-27,Cobertura total,Chevrolet Cruze,2013,39180,600,Vencido,0,1
P000009232,2022-01-23,2023-01-23,Cobertura de colisión,Subaru Impreza,2016,30921,700,Vencido,0,0
P000009233,2020-01-15,2021-01-14,Cobertura de robo,Toyota Corolla,2013,16227,500,Al día,0,0
P000009234,2021-10-17,2022-10-17,Cobertura de colisión,Volkswagen Jetta,2011,43307,600,Al día,1,1
P000009235,2022-06-11,2023-06-11,Cobertura total,Toyota Corolla,2022,24005,600,Vencido,1,1
P000009236,2020-02-06,2021-02-05,Responsabilidad civil,Nissan Sentra,2013,46461,500,Al día,1,1
P000009237,2025-10-01,2026-10-01,Cobertura amplia,Ford Focus,2017,11248,500,Vencido,1,0
P000009238,2025-02-08,2026-02-08,Responsabilidad civil,Toyota Corolla,2017,32564,600,Al día,1,0
P000009239,2025-08-25,2026-08-25,Cobertura total,Kia Forte,2018,11845,600,Al día,0,1
P000009240,2025-11-20,2026-11-20,Cobertura de colisión,Toyota Corolla,2017,40270,700,Vencido,1,1
P000009241,2022-11-26,2023-11-26,Cobertura de robo,Honda Civic,2012,32332,600,Vencido,1,1
P000009242,2023-05-27,2024-05-26,Cobertura de colisión,Ford Focus,2020,44711,600,Vencido,0,0
P000009243,2022-06-21,2023-06-21,Cobertura de colisión,Toyota Corolla,2010,19456,500,Vencido,1,0
P000009244,2023-04-28,2024-04-27,Cobertura amplia,Toyota Corolla,2015,28296,500,Vencido,1,1
P000009245,2023-01-04,2024-01-04,Cobertura de robo,Volkswagen Jetta,2018,15954,700,Al día,1,1
P000009246,2021-05-02,2022-05-02,Cobertura amplia,Ford Focus,2017,28699,500,Vencido,0,1
P000009247,2021-12-01,2022-12-01,Cobertura de robo,Toyota Corolla,2016,16884,700,Al día,1,1
P000009248,2022-07-06,2023-07-06,Cobertura de robo,Toyota Corolla,2010,45777,500,Al día,0,1
P000009249,2020-07-05,2021-07-05,Cobertura de colisión,Toyota Corolla,2014,43431,500,Al día,1,0
P000009250,2025-12-25,2026-12-25,Cobertura de robo,Chevrolet Cruze,2011,26578,600,Vencido,0,1
P000009251,2022-09-02,2023-09-02,Cobertura de colisión,Nissan Sentra,2011,38744,500,Al día,1,1
P000009252,2023-04-10,2024-04-09,Responsabilidad civil,Honda Civic,2012,48296,600,Vencido,0,0
P000009253,2020-06-09,2021-06-09,Cobertura amplia,Volkswagen Jetta,2019,24315,600,Vencido,1,1
P000009254,2021-08-29,2022-08-29,Cobertura de colisión,Nissan Sentra,2012,32167,500,Vencido,0,1
P000009255,2023-02-11,2024-02-11,Cobertura amplia,Toyota Corolla,2016,16625,500,Vencido,1,1
P000009256,2021-06-28,2022-06-28,Responsabilidad civil,Chevrolet Cruze,2017,27580,500,Vencido,0,1
P000009257,2023-01-12,2024-01-12,Cobertura de robo,Honda Civic,2020,19079,500,Al día,0,0
P000009258,2020-07-30,2021-07-30,Cobertura amplia,Ford Focus,2015,44781,700,Al día,1,0
P000009259,2022-10-16,2023-10-16,Cobertura amplia,Volkswagen Jetta,2020,43022,600,Vencido,1,1
P000009260,2022-05-10,2023-05-10,Cobertura de colisión,Toyota Corolla,2010,34210,700,Al día,1,1
P000009261,2025-12-29,2026-12-29,Cobertura de robo,Subaru Impreza,2016,42477,700,Vencido,0,0
P000009262,2021-04-20,2022-04-20,Cobertura amplia,Nissan Sentra,2018,46251,500,Vencido,1,1
P000009263,2020-01-06,2021-01-05,Cobertura total,Nissan Sentra,2016,23151,500,Vencido,0,1
P000009264,2023-11-24,2024-11-23,Cobertura de robo,Hyundai Elantra,2013,46962,700,Vencido,1,1
P000009265,2024-02-20,2025-02-19,Cobertura de robo,Volkswagen Jetta,2022,11624,500,Vencido,0,0
P000009266,2023-08-22,2024-08-21,Cobertura amplia,Hyundai Elantra,2014,36304,500,Vencido,0,0
P000009267,2020-12-06,2021-12-06,Cobertura total,Chevrolet Cruze,2019,22282,500,Al día,0,0
P000009268,2022-12-17,2023-12-17,Cobertura de colisión,Kia Forte,2019,41877,700,Al día,1,1
P000009269,2021-07-01,2022-07-01,Cobertura amplia,Hyundai Elantra,2014,31704,600,Vencido,1,0
P000009270,2024-07-30,2025-07-30,Cobertura de colisión,Ford Focus,2017,49135,500,Al día,0,0
P000009271,2023-04-22,2024-04-21,Cobertura total,Hyundai Elantra,2012,15678,600,Al día,0,0
P000009272,2023-08-22,2024-08-21,Cobertura amplia,Mazda 3,2014,24674,700,Al día,0,1
P000009273,2020-08-22,2021-08-22,Cobertura de robo,Subaru Impreza,2022,39655,500,Vencido,1,0
P000009274,2020-02-12,2021-02-11,Cobertura amplia,Hyundai Elantra,2012,15851,600,Vencido,1,1
P000009275,2023-12-27,2024-12-26,Cobertura total,Ford Focus,2018,36882,500,Vencido,0,0
P000009276,2022-06-17,2023-06-17,Cobertura total,Subaru Impreza,2019,22196,700,Al día,1,0
P000009277,2023-02-19,2024-02-19,Cobertura total,Mazda 3,2011,44218,600,Al día,1,1
P000009278,2021-12-24,2022-12-24,Cobertura de robo,Honda Civic,2012,33584,700,Al día,1,0
P000009279,2022-11-14,2023-11-14,Responsabilidad civil,Ford Focus,2017,31384,500,Al día,0,1
P000009280,2020-03-05,2021-03-05,Cobertura de robo,Honda Civic,2010,45020,500,Vencido,1,0
P000009281,2021-03-11,2022-03-11,Responsabilidad civil,Subaru Impreza,2012,36723,700,Al día,0,0
P000009282,2024-04-13,2025-04-13,Cobertura de colisión,Honda Civic,2015,18104,500,Al día,0,0
P000009283,2022-11-20,2023-11-20,Cobertura amplia,Nissan Sentra,2022,11059,600,Vencido,0,1
P000009284,2022-04-24,2023-04-24,Cobertura total,Chevrolet Cruze,2014,31335,500,Al día,0,1
P000009285,2024-12-16,2025-12-16,Cobertura de colisión,Toyota Corolla,2022,30419,600,Vencido,0,0
P000009286,2022-06-22,2023-06-22,Cobertura amplia,Toyota Corolla,2012,16850,500,Vencido,0,0
P000009287,2023-08-21,2024-08-20,Cobertura amplia,Honda Civic,2015,48803,700,Vencido,0,1
P000009288,2023-01-05,2024-01-05,Cobertura de robo,Toyota Corolla,2013,46211,600,Al día,1,0
P000009289,2022-04-15,2023-04-15,Responsabilidad civil,Honda Civic,2011,31640,700,Al día,1,0
P000009290,2024-06-07,2025-06-07,Cobertura total,Toyota Corolla,2018,45684,700,Vencido,1,0
P000009291,2021-09-29,2022-09-29,Responsabilidad civil,Chevrolet Cruze,2015,27131,500,Al día,1,1
P000009292,2025-01-01,2026-01-01,Cobertura de robo,Toyota Corolla,2019,31182,500,Vencido,1,1
P000009293,2022-08-07,2023-08-07,Cobertura total,Toyota Corolla,2012,14745,500,Vencido,0,1
P000009294,2024-11-12,2025-11-12,Cobertura total,Toyota Corolla,2012,39195,700,Vencido,0,1
P000009295,2024-02-18,2025-02-17,Responsabilidad civil,Toyota Corolla,2018,31209,500,Vencido,1,1
P000009296,2021-08-30,2022-08-30,Cobertura de colisión,Honda Civic,2016,42644,700,Al día,1,1
P000009297,2025-05-16,2026-05-16,Cobertura amplia,Hyundai Elantra,2022,48545,600,Vencido,1,1
P000009298,2021-01-18,2022-01-18,Responsabilidad civil,Honda Civic,2022,41670,600,Vencido,0,1
P000009299,2025-07-24,2026-07-24,Cobertura de robo,Ford Focus,2011,34237,500,Vencido,1,0
P000009300,2022-01-13,2023-01-13,Responsabilidad civil,Volkswagen Jetta,2013,21153,500,Al día,0,0
P000009301,2025-02-24,2026-02-24,Responsabilidad civil,Hyundai Elantra,2018,39662,600,Vencido,1,1
P000009302,2022-01-27,2023-01-27,Cobertura de robo,Toyota Corolla,2015,39999,700,Vencido,1,0
P000009303,2021-12-22,2022-12-22,Cobertura amplia,Kia Forte,2012,46853,500,Vencido,1,1
P000009304,2022-02-12,2023-02-12,Cobertura amplia,Toyota Corolla,2018,17001,700,Al día,1,0
P000009305,2025-07-02,2026-07-02,Cobertura amplia,Nissan Sentra,2016,30876,600,Vencido,0,1
P000009306,2022-01-08,2023-01-08,Cobertura de colisión,Kia Forte,2020,18233,500,Al día,0,0
P000009307,2023-03-01,2024-02-29,Cobertura de robo,Volkswagen Jetta,2018,17832,500,Vencido,1,0
P000009308,2020-03-27,2021-03-27,Cobertura amplia,Toyota Corolla,2018,20675,700,Vencido,0,1
P000009309,2023-06-24,2024-06-23,Responsabilidad civil,Hyundai Elantra,2011,32589,600,Vencido,1,1
P000009310,2021-10-29,2022-10-29,Cobertura amplia,Ford Focus,2017,48051,600,Vencido,0,1
P000009311,2021-12-28,2022-12-28,Responsabilidad civil,Chevrolet Cruze,2020,28812,700,Al día,1,1
P000009312,2024-06-02,2025-06-02,Cobertura de colisión,Kia Forte,2022,32348,700,Vencido,1,0
P000009313,2022-02-08,2023-02-08,Cobertura amplia,Toyota Corolla,2014,49903,600,Vencido,0,0
P000009314,2020-10-11,2021-10-11,Cobertura de robo,Honda Civic,2017,48872,600,Vencido,0,1
P000009315,2021-08-10,2022-08-10,Cobertura amplia,Toyota Corolla,2016,32477,500,Vencido,1,1
P000009316,2020-10-22,2021-10-22,Cobertura total,Volkswagen Jetta,2016,25529,500,Vencido,1,1
P000009317,2024-10-12,2025-10-12,Cobertura de robo,Volkswagen Jetta,2020,38774,600,Al día,0,1
P000009318,2022-10-01,2023-10-01,Cobertura amplia,Honda Civic,2016,20693,500,Al día,1,1
P000009319,2025-02-06,2026-02-06,Cobertura total,Nissan Sentra,2021,21998,500,Vencido,1,0
P000009320,2024-07-06,2025-07-06,Cobertura total,Nissan Sentra,2019,18098,700,Al día,0,0
P000009321,2021-02-14,2022-02-14,Cobertura total,Honda Civic,2016,49229,500,Al día,0,1
P000009322,2025-11-27,2026-11-27,Cobertura total,Chevrolet Cruze,2021,20558,700,Vencido,0,1
P000009323,2021-07-16,2022-07-16,Cobertura de robo,Toyota Corolla,2010,16695,500,Al día,0,0
P000009324,2020-02-18,2021-02-17,Cobertura de colisión,Kia Forte,2022,26941,600,Al día,1,1
P000009325,2021-02-12,2022-02-12,Cobertura total,Hyundai Elantra,2017,41405,700,Vencido,0,1
P000009326,2024-03-27,2025-03-27,Cobertura de colisión,Nissan Sentra,2016,19035,500,Vencido,1,0
P000009327,2024-04-21,2025-04-21,Responsabilidad civil,Toyota Corolla,2016,19296,700,Al día,1,1
P000009328,2020-03-25,2021-03-25,Responsabilidad civil,Ford Focus,2010,46094,600,Al día,1,0
P000009329,2021-03-26,2022-03-26,Cobertura de robo,Toyota Corolla,2021,16752,600,Al día,0,0
P000009330,2020-02-25,2021-02-24,Responsabilidad civil,Toyota Corolla,2021,47907,700,Vencido,0,1
P000009331,2020-06-28,2021-06-28,Cobertura de robo,Toyota Corolla,2020,15178,700,Vencido,1,1
P000009332,2021-06-25,2022-06-25,Responsabilidad civil,Nissan Sentra,2010,42446,700,Al día,0,1
P000009333,2022-10-14,2023-10-14,Responsabilidad civil,Chevrolet Cruze,2011,23821,600,Al día,1,0
P000009334,2020-12-08,2021-12-08,Cobertura amplia,Honda Civic,2010,11770,600,Vencido,0,0
P000009335,2023-01-01,2024-01-01,Cobertura de colisión,Ford Focus,2018,41501,700,Al día,0,1
P000009336,2021-08-07,2022-08-07,Cobertura de robo,Ford Focus,2015,41226,500,Vencido,1,0
P000009337,2020-02-25,2021-02-24,Cobertura de robo,Mazda 3,2018,18483,700,Vencido,1,1
P000009338,2020-02-08,2021-02-07,Responsabilidad civil,Toyota Corolla,2015,38495,500,Al día,0,1
P000009339,2021-03-11,2022-03-11,Cobertura de robo,Kia Forte,2018,10467,500,Al día,0,1
P000009340,2023-10-18,2024-10-17,Cobertura de colisión,Chevrolet Cruze,2012,14130,600,Al día,1,1
P000009341,2020-12-14,2021-12-14,Cobertura total,Volkswagen Jetta,2015,40661,600,Al día,1,0
P000009342,2022-04-08,2023-04-08,Cobertura amplia,Ford Focus,2020,42198,500,Vencido,0,0
P000009343,2021-07-24,2022-07-24,Cobertura total,Toyota Corolla,2020,17835,500,Al día,0,0
P000009344,2025-05-21,2026-05-21,Cobertura de colisión,Volkswagen Jetta,2012,20108,500,Vencido,0,0
P000009345,2024-12-24,2025-12-24,Cobertura de robo,Toyota Corolla,2019,11859,500,Vencido,1,0
P000009346,2021-10-30,2022-10-30,Cobertura de colisión,Toyota Corolla,2011,40032,600,Vencido,1,0
P000009347,2023-06-13,2024-06-12,Cobertura de robo,Honda Civic,2014,35928,700,Vencido,0,0
P000009348,2023-09-20,2024-09-19,Responsabilidad civil,Volkswagen Jetta,2020,33720,700,Al día,0,1
P000009349,2025-05-15,2026-05-15,Cobertura total,Mazda 3,2010,41641,700,Vencido,0,0
P000009350,2021-09-24,2022-09-24,Cobertura total,Volkswagen Jetta,2019,36020,500,Vencido,1,0
P000009351,2022-09-25,2023-09-25,Cobertura total,Ford Focus,2012,22027,500,Al día,1,0
P000009352,2020-08-16,2021-08-16,Cobertura de colisión,Ford Focus,2011,20883,700,Vencido,1,0
P000009353,2022-12-31,2023-12-31,Responsabilidad civil,Ford Focus,2013,49502,500,Vencido,0,0
P000009354,2021-05-19,2022-05-19,Responsabilidad civil,Kia Forte,2018,22269,700,Vencido,1,1
P000009355,2020-03-27,2021-03-27,Cobertura de colisión,Honda Civic,2017,38219,600,Vencido,0,0
P000009356,2020-07-01,2021-07-01,Cobertura amplia,Hyundai Elantra,2021,24969,700,Al día,0,1
P000009357,2021-02-25,2022-02-25,Responsabilidad civil,Hyundai Elantra,2017,47798,700,Vencido,0,0
P000009358,2023-04-30,2024-04-29,Responsabilidad civil,Nissan Sentra,2020,13579,700,Vencido,0,0
P000009359,2021-02-24,2022-02-24,Cobertura de colisión,Toyota Corolla,2016,14050,500,Al día,0,0
P000009360,2025-09-26,2026-09-26,Cobertura amplia,Honda Civic,2018,46156,700,Al día,1,0
P000009361,2024-08-28,2025-08-28,Responsabilidad civil,Hyundai Elantra,2010,28763,600,Al día,1,1
P000009362,2021-08-03,2022-08-03,Cobertura de colisión,Chevrolet Cruze,2019,29418,600,Al día,1,1
P000009363,2020-01-05,2021-01-04,Cobertura amplia,Mazda 3,2012,42458,700,Vencido,1,1
P000009364,2022-07-07,2023-07-07,Cobertura total,Ford Focus,2013,40454,700,Vencido,0,0
P000009365,2020-04-08,2021-04-08,Cobertura de colisión,Toyota Corolla,2015,48248,700,Vencido,0,0
P000009366,2022-07-17,2023-07-17,Cobertura de robo,Honda Civic,2016,37720,600,Al día,1,1
P000009367,2024-10-15,2025-10-15,Responsabilidad civil,Ford Focus,2019,37957,600,Al día,1,1
P000009368,2024-04-27,2025-04-27,Cobertura de robo,Honda Civic,2013,47683,700,Vencido,0,0
P000009369,2021-08-26,2022-08-26,Responsabilidad civil,Nissan Sentra,2017,42444,700,Al día,1,1
P000009370,2023-12-18,2024-12-17,Cobertura amplia,Kia Forte,2013,26427,700,Al día,0,1
P000009371,2023-03-20,2024-03-19,Cobertura amplia,Hyundai Elantra,2010,33594,700,Al día,0,0
P000009372,2022-07-14,2023-07-14,Responsabilidad civil,Honda Civic,2019,39711,500,Vencido,1,1
P000009373,2024-04-24,2025-04-24,Responsabilidad civil,Kia Forte,2022,46598,600,Al día,1,1
P000009374,2021-04-05,2022-04-05,Cobertura de robo,Nissan Sentra,2016,33536,600,Al día,1,0
P000009375,2025-07-07,2026-07-07,Cobertura de colisión,Chevrolet Cruze,2014,49713,600,Al día,1,0
P000009376,2021-11-25,2022-11-25,Cobertura de robo,Toyota Corolla,2018,28990,500,Vencido,1,1
P000009377,2021-03-27,2022-03-27,Cobertura amplia,Toyota Corolla,2016,15841,700,Al día,1,0
P000009378,2022-07-08,2023-07-08,Responsabilidad civil,Honda Civic,2015,36507,500,Vencido,1,0
P000009379,2021-02-20,2022-02-20,Cobertura total,Toyota Corolla,2020,43034,700,Vencido,0,1
P000009380,2023-02-28,2024-02-28,Cobertura amplia,Volkswagen Jetta,2021,19685,500,Al día,1,1
P000009381,2024-01-03,2025-01-02,Cobertura de colisión,Hyundai Elantra,2018,25392,700,Al día,0,1
P000009382,2020-11-08,2021-11-08,Cobertura total,Ford Focus,2014,38505,500,Vencido,1,1
P000009383,2023-09-28,2024-09-27,Cobertura de colisión,Chevrolet Cruze,2010,34536,600,Vencido,0,1
P000009384,2021-04-29,2022-04-29,Responsabilidad civil,Nissan Sentra,2015,24224,600,Vencido,0,1
P000009385,2024-01-16,2025-01-15,Cobertura amplia,Hyundai Elantra,2019,15669,600,Vencido,0,0
P000009386,2020-12-13,2021-12-13,Cobertura amplia,Nissan Sentra,2021,43170,600,Al día,0,1
P000009387,2020-06-26,2021-06-26,Responsabilidad civil,Nissan Sentra,2016,43911,700,Vencido,0,1
P000009388,2021-09-10,2022-09-10,Cobertura amplia,Honda Civic,2022,14139,700,Al día,1,0
P000009389,2021-12-30,2022-12-30,Cobertura total,Honda Civic,2014,48564,600,Al día,0,1
P000009390,2024-10-21,2025-10-21,Cobertura de colisión,Honda Civic,2011,30095,600,Vencido,0,0
P000009391,2025-12-12,2026-12-12,Cobertura de robo,Subaru Impreza,2010,25145,500,Al día,0,1
P000009392,2023-10-03,2024-10-02,Cobertura amplia,Chevrolet Cruze,2020,15647,500,Vencido,1,0
P000009393,2022-01-12,2023-01-12,Cobertura total,Honda Civic,2020,25548,600,Al día,1,1
P000009394,2024-10-07,2025-10-07,Cobertura amplia,Subaru Impreza,2010,13073,500,Al día,0,1
P000009395,2021-09-07,2022-09-07,Cobertura total,Toyota Corolla,2010,28810,700,Al día,0,1
P000009396,2023-05-20,2024-05-19,Responsabilidad civil,Nissan Sentra,2011,15177,500,Al día,1,1
